timestamp,power_w
2025-11-30T01:38:57.913094,243.3
2025-11-30T01:38:58.940669,78.5
2025-11-30T01:38:58.946347,78.5
2025-11-30T01:38:59.918229,125.6
2025-11-30T01:39:00.033300,125.6
2025-11-30T01:39:00.926421,135.3
2025-11-30T01:39:00.969392,135.3
2025-11-30T01:39:01.972521,106.7
2025-11-30T01:39:02.998688,102.7
2025-11-30T01:39:04.027634,88.9
2025-11-30T01:39:04.935145,57.9
2025-11-30T01:39:04.943335,57.9
2025-11-30T01:39:05.889800,57.9
2025-11-30T01:39:06.926496,53.2
2025-11-30T01:39:06.931029,53.2
2025-11-30T01:39:07.920203,90.1
2025-11-30T01:39:08.991968,46.2
2025-11-30T01:39:09.021277,46.2
2025-11-30T01:39:09.913141,25.5
2025-11-30T01:39:10.916222,26.6
2025-11-30T01:39:11.917948,27.5
2025-11-30T01:39:13.914296,25.4
2025-11-30T01:39:14.932281,7.1
2025-11-30T01:39:14.941857,7.1
2025-11-30T01:39:15.903189,7.1
2025-11-30T01:39:18.946263,112.3
2025-11-30T01:39:18.986096,112.3
2025-11-30T01:39:19.913788,167.4
2025-11-30T01:39:20.928617,97.9
2025-11-30T01:39:20.934030,97.9
2025-11-30T01:39:21.915917,112.3
2025-11-30T01:39:22.927363,119.8
2025-11-30T01:39:22.941241,119.8
2025-11-30T01:39:23.915679,97.7
2025-11-30T01:39:24.929062,73.0
2025-11-30T01:39:24.934932,73.0
2025-11-30T01:39:25.888811,73
2025-11-30T01:39:25.945085,60.9
2025-11-30T01:39:26.927345,56.1
2025-11-30T01:39:26.932562,56.1
2025-11-30T01:39:28.927788,45.7
2025-11-30T01:39:28.933617,45.7
2025-11-30T01:39:29.917043,121.2
2025-11-30T01:39:30.926183,20.6
2025-11-30T01:39:30.930837,20.6
2025-11-30T01:39:31.916176,25.0
2025-11-30T01:39:32.928281,27.8
2025-11-30T01:39:32.933683,27.8
2025-11-30T01:39:36.070693,28.8
2025-11-30T01:39:36.130015,45.4
2025-11-30T01:39:36.931012,73.4
2025-11-30T01:39:36.937594,73.4
2025-11-30T01:39:37.935326,81.3
2025-11-30T01:39:38.929116,87.2
2025-11-30T01:39:38.942104,87.2
2025-11-30T01:39:39.914576,93.1
2025-11-30T01:39:40.927870,99.2
2025-11-30T01:39:40.934048,99.2
2025-11-30T01:39:41.923217,109.7
2025-11-30T01:39:42.927773,124.6
2025-11-30T01:39:42.933688,124.6
2025-11-30T01:39:43.914335,98.3
2025-11-30T01:39:44.927029,68.7
2025-11-30T01:39:44.932744,68.7
2025-11-30T01:39:45.900389,68.7
2025-11-30T01:39:45.960517,54.8
2025-11-30T01:39:46.930936,50.3
2025-11-30T01:39:46.937324,50.3
2025-11-30T01:39:48.927195,67.1
2025-11-30T01:39:48.933935,67.1
2025-11-30T01:39:49.914915,80.2
2025-11-30T01:39:50.930099,74.9
2025-11-30T01:39:50.936672,74.9
2025-11-30T01:39:51.912587,64.8
2025-11-30T01:39:52.931110,59.2
2025-11-30T01:39:52.941587,59.2
2025-11-30T01:39:55.932612,62
2025-11-30T01:39:56.914102,55.3
2025-11-30T01:40:00.136053,56.0
2025-11-30T01:40:03.007891,57.2
2025-11-30T01:40:06.172496,56.9
2025-11-30T01:40:06.225846,43.5
2025-11-30T01:40:06.928122,27.5
2025-11-30T01:40:06.933928,27.5
2025-11-30T01:40:07.915814,34.2
2025-11-30T01:40:08.928181,36.3
2025-11-30T01:40:08.938281,36.3
2025-11-30T01:40:09.946318,38.8
2025-11-30T01:40:10.914623,40.3
2025-11-30T01:40:12.914012,41.2
2025-11-30T01:40:16.004458,41.7
2025-11-30T01:40:25.024002,27.9
2025-11-30T01:40:25.030062,27.9
2025-11-30T01:40:25.890463,27.9
2025-11-30T01:40:25.951101,7.0
2025-11-30T01:40:26.914256,7.1
2025-11-30T01:40:28.928613,47.5
2025-11-30T01:40:28.933978,47.5
2025-11-30T01:40:29.913906,196.3
2025-11-30T01:40:30.930629,65.9
2025-11-30T01:40:30.936215,65.9
2025-11-30T01:40:31.918395,82.5
2025-11-30T01:40:32.913694,84.6
2025-11-30T01:40:33.913425,90.4
2025-11-30T01:40:34.928721,71.0
2025-11-30T01:40:34.934708,71.0
2025-11-30T01:40:35.889722,71
2025-11-30T01:40:35.949193,56.4
2025-11-30T01:40:36.914185,54.6
2025-11-30T01:40:37.917669,50.4
2025-11-30T01:40:38.927135,45.6
2025-11-30T01:40:38.937290,45.6
2025-11-30T01:40:39.915204,99.8
2025-11-30T01:40:40.928468,23.3
2025-11-30T01:40:40.934167,23.3
2025-11-30T01:40:41.931455,24.8
2025-11-30T01:40:42.930997,26.2
2025-11-30T01:40:42.937607,26.2
2025-11-30T01:40:46.007990,27.2
2025-11-30T01:40:46.066406,35.1
2025-11-30T01:40:46.929276,169.3
2025-11-30T01:40:46.935655,169.3
2025-11-30T01:40:47.912872,315.0
2025-11-30T01:40:48.925127,461.9
2025-11-30T01:40:48.930958,461.9
2025-11-30T01:40:49.912593,523.7
2025-11-30T01:40:50.912422,461.3
2025-11-30T01:40:51.911796,407.6
2025-11-30T01:40:52.932230,370.9
2025-11-30T01:40:52.938130,370.9
2025-11-30T01:40:53.913439,348.5
2025-11-30T01:40:54.927792,326.2
2025-11-30T01:40:54.942668,326.2
2025-11-30T01:40:55.891765,326.2
2025-11-30T01:40:55.950094,308.7
2025-11-30T01:40:56.927198,285.1
2025-11-30T01:40:56.931780,285.1
2025-11-30T01:40:57.911998,267.7
2025-11-30T01:40:58.927680,244.3
2025-11-30T01:40:58.932243,244.3
2025-11-30T01:41:00.037326,232.1
2025-11-30T01:41:00.925881,207.9
2025-11-30T01:41:00.930517,207.9
2025-11-30T01:41:01.912701,197.4
2025-11-30T01:41:02.927063,176.7
2025-11-30T01:41:02.931618,176.7
2025-11-30T01:41:03.912074,158.6
2025-11-30T01:41:04.925443,144.7
2025-11-30T01:41:04.930111,144.7
2025-11-30T01:41:05.886635,144.7
2025-11-30T01:41:05.943536,127.6
2025-11-30T01:41:06.926055,113.4
2025-11-30T01:41:06.931288,113.4
2025-11-30T01:41:07.912127,103.5
2025-11-30T01:41:08.924055,93.3
2025-11-30T01:41:08.928424,93.3
2025-11-30T01:41:09.913836,101.7
2025-11-30T01:41:10.926190,135.2
2025-11-30T01:41:10.937607,135.2
2025-11-30T01:41:15.909032,131.4
2025-11-30T01:41:15.964471,99.4
2025-11-30T01:41:16.928613,31.4
2025-11-30T01:41:16.933544,31.4
2025-11-30T01:41:17.911810,26.8
2025-11-30T01:41:18.911683,22.6
2025-11-30T01:41:20.912537,23.8
2025-11-30T01:41:22.928035,13.2
2025-11-30T01:41:22.932699,13.2
2025-11-30T01:41:24.933894,19.6
2025-11-30T01:41:24.938949,19.6
2025-11-30T01:41:25.888991,19.6
2025-11-30T01:41:25.947540,42.0
2025-11-30T01:41:26.911931,40.7
2025-11-30T01:41:36.083821,41.2
2025-11-30T01:41:37.912523,126.0
2025-11-30T01:41:38.927936,271.3
2025-11-30T01:41:38.932950,271.3
2025-11-30T01:41:39.913212,365.8
2025-11-30T01:41:40.927895,437.0
2025-11-30T01:41:40.932736,437.0
2025-11-30T01:41:41.914927,385.0
2025-11-30T01:41:42.926422,363.4
2025-11-30T01:41:42.931664,363.4
2025-11-30T01:41:43.911954,344.3
2025-11-30T01:41:44.927408,324.1
2025-11-30T01:41:44.932135,324.1
2025-11-30T01:41:45.899703,324.1
2025-11-30T01:41:46.925714,301.5
2025-11-30T01:41:46.934609,301.5
2025-11-30T01:41:48.925762,273.1
2025-11-30T01:41:48.930237,273.1
2025-11-30T01:41:50.929025,252.3
2025-11-30T01:41:50.935104,252.3
2025-11-30T01:41:52.924675,238.4
2025-11-30T01:41:52.929244,238.4
2025-11-30T01:41:56.051974,228.9
2025-11-30T01:41:56.105933,218.6
2025-11-30T01:41:56.911844,212.9
2025-11-30T01:41:58.926609,200.7
2025-11-30T01:41:58.931103,200.7
2025-11-30T01:42:00.032109,201.7
2025-11-30T01:42:03.020490,186.2
2025-11-30T01:42:03.025907,186.2
2025-11-30T01:42:03.912212,196.7
2025-11-30T01:42:04.911701,202.7
2025-11-30T01:42:05.887045,202.7
2025-11-30T01:42:05.943788,214.7
2025-11-30T01:42:06.913812,215.0
2025-11-30T01:42:08.911792,225.4
2025-11-30T01:42:10.928324,186.9
2025-11-30T01:42:10.933347,186.9
2025-11-30T01:42:11.912003,7.0
2025-11-30T01:42:12.912665,6.9
2025-11-30T01:42:15.917150,7.1
2025-11-30T01:42:16.925629,21.1
2025-11-30T01:42:16.930368,21.1
2025-11-30T01:42:17.934118,26.6
2025-11-30T01:42:18.913536,28.5
2025-11-30T01:42:19.914146,24.9
2025-11-30T01:42:21.911038,23.4
2025-11-30T01:42:25.952378,23.7
2025-11-30T01:42:30.055433,7.7
2025-11-30T01:42:30.925317,13.3
2025-11-30T01:42:30.930840,13.3
2025-11-30T01:42:34.971548,16.1
2025-11-30T01:42:34.978771,16.1
2025-11-30T01:42:35.896156,16.1
2025-11-30T01:42:35.950892,192.7
2025-11-30T01:42:36.926091,32.8
2025-11-30T01:42:36.930712,32.8
2025-11-30T01:42:37.911052,46.4
2025-11-30T01:42:38.924321,48.8
2025-11-30T01:42:38.928932,48.8
2025-11-30T01:42:39.910938,52.5
2025-11-30T01:42:40.925696,48.5
2025-11-30T01:42:40.930149,48.5
2025-11-30T01:42:41.912747,45.4
2025-11-30T01:42:45.110399,56.7
2025-11-30T01:42:45.116309,56.7
2025-11-30T01:42:45.901713,56.7
2025-11-30T01:42:45.960974,48.0
2025-11-30T01:42:46.915105,55.8
2025-11-30T01:42:48.924363,50.4
2025-11-30T01:42:48.941474,50.4
2025-11-30T01:42:52.992273,54.1
2025-11-30T01:42:52.997395,54.1
2025-11-30T01:42:54.927751,27.5
2025-11-30T01:42:54.932557,27.5
2025-11-30T01:42:55.887464,27.5
2025-11-30T01:42:55.942972,7.0
2025-11-30T01:42:56.911198,7.0
2025-11-30T01:42:59.955685,37.0
2025-11-30T01:43:00.031177,37.0
2025-11-30T01:43:00.924644,123.1
2025-11-30T01:43:00.929122,123.1
2025-11-30T01:43:01.911719,46.0
2025-11-30T01:43:02.928393,49.2
2025-11-30T01:43:02.933208,49.2
2025-11-30T01:43:03.912992,55.3
2025-11-30T01:43:04.911236,53.2
2025-11-30T01:43:05.892461,53.2
2025-11-30T01:43:08.967729,62.1
2025-11-30T01:43:08.977780,62.1
2025-11-30T01:43:10.927937,57.5
2025-11-30T01:43:10.973356,57.5
2025-11-30T01:43:15.115014,54.5
2025-11-30T01:43:15.886606,54.5
2025-11-30T01:43:15.988361,58.3
2025-11-30T01:43:19.002640,53.8
2025-11-30T01:43:19.008634,53.8
2025-11-30T01:43:19.916567,25.6
2025-11-30T01:43:20.925739,13.2
2025-11-30T01:43:20.937076,13.2
2025-11-30T01:43:24.940761,89.4
2025-11-30T01:43:24.946181,89.4
2025-11-30T01:43:25.887580,89.4
2025-11-30T01:43:25.979681,106.7
2025-11-30T01:43:26.924203,61.2
2025-11-30T01:43:26.928840,61.2
2025-11-30T01:43:28.960769,57.1
2025-11-30T01:43:28.965417,57.1
2025-11-30T01:43:29.912230,61.7
2025-11-30T01:43:30.927581,67.8
2025-11-30T01:43:30.933489,67.8
2025-11-30T01:43:31.971238,61.4
2025-11-30T01:43:32.919655,60.8
2025-11-30T01:43:34.927373,72.3
2025-11-30T01:43:34.933261,72.3
2025-11-30T01:43:35.885805,72.3
2025-11-30T01:43:35.943487,62.2
2025-11-30T01:43:36.924307,58.0
2025-11-30T01:43:36.928739,58.0
2025-11-30T01:43:37.911096,70.6
2025-11-30T01:43:38.925427,63.9
2025-11-30T01:43:38.969378,63.9
2025-11-30T01:43:39.920103,60.6
2025-11-30T01:43:40.925796,73.6
2025-11-30T01:43:40.930329,73.6
2025-11-30T01:43:42.925107,63.9
2025-11-30T01:43:42.929516,63.9
2025-11-30T01:43:43.915455,74.6
2025-11-30T01:43:44.925292,17.4
2025-11-30T01:43:44.930435,17.4
2025-11-30T01:43:45.914908,17.4
2025-11-30T01:43:45.970442,13.4
2025-11-30T01:43:46.913895,13.1
2025-11-30T01:43:49.926933,183.3
2025-11-30T01:43:50.923945,62.2
2025-11-30T01:43:50.928524,62.2
2025-11-30T01:43:51.922452,84.7
2025-11-30T01:43:52.924873,107.0
2025-11-30T01:43:52.929363,107.0
2025-11-30T01:43:54.372576,84.2
2025-11-30T01:43:54.924020,64.2
2025-11-30T01:43:54.969359,64.2
2025-11-30T01:43:55.887620,64.2
2025-11-30T01:43:55.942885,91.4
2025-11-30T01:43:56.911818,92.1
2025-11-30T01:43:57.921822,81.8
2025-11-30T01:43:58.911999,80.4
2025-11-30T01:43:59.911189,101.5
2025-11-30T01:44:00.032971,101.5
2025-11-30T01:44:00.927684,92.5
2025-11-30T01:44:00.932301,92.5
2025-11-30T01:44:01.912061,99.8
2025-11-30T01:44:02.911632,98.6
2025-11-30T01:44:03.920592,86.8
2025-11-30T01:44:04.997802,93.6
2025-11-30T01:44:05.884969,93.6
2025-11-30T01:44:07.940975,103.4
2025-11-30T01:44:08.917021,90.6
2025-11-30T01:44:09.949138,13.4
2025-11-30T01:44:10.914467,13.2
2025-11-30T01:44:15.017603,280.8
2025-11-30T01:44:15.032404,280.8
2025-11-30T01:44:15.889174,280.8
2025-11-30T01:44:15.944696,77.2
2025-11-30T01:44:16.944613,106.0
2025-11-30T01:44:17.012461,106.0
2025-11-30T01:44:21.985349,117.1
2025-11-30T01:44:22.925605,133.6
2025-11-30T01:44:22.930177,133.6
2025-11-30T01:44:23.911820,121.8
2025-11-30T01:44:24.924122,92.2
2025-11-30T01:44:24.928678,92.2
2025-11-30T01:44:25.887376,92.2
2025-11-30T01:44:25.942225,135.4
2025-11-30T01:44:26.911296,138.9
2025-11-30T01:44:27.916662,110.5
2025-11-30T01:44:28.911382,140.3
2025-11-30T01:44:29.915337,125.3
2025-11-30T01:44:30.923812,151.3
2025-11-30T01:44:30.928549,151.3
2025-11-30T01:44:31.914554,122.4
2025-11-30T01:44:32.923192,102.7
2025-11-30T01:44:32.931534,102.7
2025-11-30T01:44:33.910432,97.5
2025-11-30T01:44:34.923462,13.3
2025-11-30T01:44:34.927927,13.3
2025-11-30T01:44:35.885343,13.3
2025-11-30T01:44:39.425195,21.8
2025-11-30T01:44:39.431721,21.8
2025-11-30T01:44:39.910942,434.3
2025-11-30T01:44:40.932525,111.7
2025-11-30T01:44:40.937756,111.7
2025-11-30T01:44:41.910590,106.1
2025-11-30T01:44:42.928276,6.7
2025-11-30T01:44:42.934407,6.7
2025-11-30T01:44:45.935836,6.8
2025-11-30T01:44:47.913094,24.4
2025-11-30T01:44:48.924224,349.7
2025-11-30T01:44:48.928670,349.7
2025-11-30T01:44:49.909953,83.3
2025-11-30T01:44:50.923485,166.8
2025-11-30T01:44:50.927947,166.8
2025-11-30T01:44:51.913595,126.6
2025-11-30T01:44:52.925093,137.8
2025-11-30T01:44:52.929582,137.8
2025-11-30T01:44:53.911942,148.6
2025-11-30T01:44:54.913979,132.3
2025-11-30T01:44:55.885841,132.3
2025-11-30T01:44:55.944625,145.6
2025-11-30T01:44:56.916433,134.1
2025-11-30T01:44:57.934081,142.5
2025-11-30T01:44:58.912802,130.0
2025-11-30T01:44:59.911813,139.1
2025-11-30T01:45:00.031559,139.1
2025-11-30T01:45:00.924285,173.6
2025-11-30T01:45:00.929130,173.6
2025-11-30T01:45:01.918537,126.7
2025-11-30T01:45:02.926605,155.4
2025-11-30T01:45:02.934618,155.4
2025-11-30T01:45:03.913132,129.6
2025-11-30T01:45:04.924342,172.6
2025-11-30T01:45:04.929594,172.6
2025-11-30T01:45:05.885881,172.6
2025-11-30T01:45:05.941940,141.2
2025-11-30T01:45:06.946322,152.1
2025-11-30T01:45:06.950963,152.1
2025-11-30T01:45:07.912111,50.4
2025-11-30T01:45:08.924018,6.7
2025-11-30T01:45:08.930272,6.7
2025-11-30T01:45:12.977432,77.7
2025-11-30T01:45:12.982637,77.7
2025-11-30T01:45:13.912875,334.4
2025-11-30T01:45:14.929362,109.6
2025-11-30T01:45:14.936986,109.6
2025-11-30T01:45:15.911074,109.6
2025-11-30T01:45:15.970747,124.6
2025-11-30T01:45:16.926169,146.6
2025-11-30T01:45:16.930642,146.6
2025-11-30T01:45:17.911540,138.7
2025-11-30T01:45:18.917169,154.3
2025-11-30T01:45:19.910594,125.9
2025-11-30T01:45:20.924699,139.8
2025-11-30T01:45:20.929763,139.8
2025-11-30T01:45:22.925904,160.1
2025-11-30T01:45:22.930441,160.1
2025-11-30T01:45:23.910924,114.5
2025-11-30T01:45:24.920639,153.1
2025-11-30T01:45:25.884754,153.1
2025-11-30T01:45:25.942091,133.0
2025-11-30T01:45:26.913708,131.7
2025-11-30T01:45:27.917794,154.1
2025-11-30T01:45:28.923137,140.3
2025-11-30T01:45:28.929214,140.3
2025-11-30T01:45:29.943349,154.7
2025-11-30T01:45:30.912645,155.2
2025-11-30T01:45:31.914139,145.3
2025-11-30T01:45:32.922703,31.5
2025-11-30T01:45:32.934425,31.5
2025-11-30T01:45:33.914671,6.6
2025-11-30T01:45:34.909991,6.8
2025-11-30T01:45:35.884980,6.8
2025-11-30T01:45:37.910893,124.0
2025-11-30T01:45:38.925181,305.7
2025-11-30T01:45:38.929808,305.7
2025-11-30T01:45:39.915765,142.9
2025-11-30T01:45:40.925918,130.8
2025-11-30T01:45:40.934186,130.8
2025-11-30T01:45:41.910299,142.2
2025-11-30T01:45:42.922955,122.2
2025-11-30T01:45:42.927420,122.2
2025-11-30T01:45:43.916501,169.3
2025-11-30T01:45:44.925355,146.9
2025-11-30T01:45:44.930517,146.9
2025-11-30T01:45:45.909169,146.9
2025-11-30T01:45:47.911075,166.9
2025-11-30T01:45:48.930746,124.2
2025-11-30T01:45:48.935609,124.2
2025-11-30T01:45:49.910092,158.7
2025-11-30T01:45:50.910391,150.9
2025-11-30T01:45:51.913839,147.2
2025-11-30T01:45:54.963791,167.6
2025-11-30T01:45:54.968837,167.6
2025-11-30T01:45:55.887796,167.6
2025-11-30T01:45:55.945404,132.3
2025-11-30T01:45:56.913303,126.6
2025-11-30T01:45:57.914752,7.9
2025-11-30T01:45:58.922674,29.5
2025-11-30T01:45:58.965344,29.5
2025-11-30T01:46:00.030010,28.3
2025-11-30T01:46:00.924298,28.9
2025-11-30T01:46:02.910990,31.1
2025-11-30T01:46:05.913209,32.5
2025-11-30T01:46:06.917211,32.7
2025-11-30T01:46:15.948616,32.9
2025-11-30T01:46:25.984254,32.9
2025-11-30T01:46:35.917419,32.9
2025-11-30T01:46:36.918709,24.9
2025-11-30T01:46:37.910183,23.2
2025-11-30T01:46:38.923533,18.5
2025-11-30T01:46:38.928070,18.5
2025-11-30T01:46:39.918375,7.4
2025-11-30T01:46:40.909902,7.2
2025-11-30T01:46:43.913535,78.6
2025-11-30T01:46:44.928864,270.7
2025-11-30T01:46:44.935585,270.7
2025-11-30T01:46:45.911336,270.7
2025-11-30T01:46:45.968712,131.5
2025-11-30T01:46:46.923077,151.1
2025-11-30T01:46:46.927707,151.1
2025-11-30T01:46:48.927425,142.1
2025-11-30T01:46:48.932142,142.1
2025-11-30T01:46:49.910229,104.0
2025-11-30T01:46:50.924608,66.8
2025-11-30T01:46:50.969361,66.8
2025-11-30T01:46:51.916681,58.1
2025-11-30T01:46:52.913082,57.5
2025-11-30T01:46:53.909939,49.8
2025-11-30T01:46:54.923446,102.5
2025-11-30T01:46:54.928184,102.5
2025-11-30T01:46:55.885331,102.5
2025-11-30T01:46:55.938168,25.6
2025-11-30T01:46:56.923856,28.1
2025-11-30T01:46:56.928457,28.1
2025-11-30T01:47:00.090933,28.7
2025-11-30T01:47:00.927466,21.8
2025-11-30T01:47:00.932183,21.8
2025-11-30T01:47:01.913698,7.3
2025-11-30T01:47:02.910286,7.3
2025-11-30T01:47:05.939583,7.1
2025-11-30T01:47:06.947145,47.1
2025-11-30T01:47:06.956806,256.3
2025-11-30T01:47:06.963548,256.3
2025-11-30T01:47:07.909599,90.3
2025-11-30T01:47:08.923677,120.2
2025-11-30T01:47:08.928183,120.2
2025-11-30T01:47:10.924066,98.1
2025-11-30T01:47:10.928834,98.1
2025-11-30T01:47:12.922351,62.1
2025-11-30T01:47:12.927286,62.1
2025-11-30T01:47:13.913692,50.8
2025-11-30T01:47:14.909884,51.2
2025-11-30T01:47:15.911990,51.2
2025-11-30T01:47:16.926095,94.1
2025-11-30T01:47:16.931015,94.1
2025-11-30T01:47:17.910837,44.0
2025-11-30T01:47:18.927234,25.8
2025-11-30T01:47:18.933673,25.8
2025-11-30T01:47:19.927946,27.3
2025-11-30T01:47:22.924803,24.0
2025-11-30T01:47:23.947773,7.3
2025-11-30T01:47:24.914235,7.3
2025-11-30T01:47:25.885425,7.3
